name,value,date
澳大利亚,10564087,22
阿根廷,9723924,22
荷兰,8536849,22
中国台湾,8193072,22
伊朗,7559416,22
墨西哥,7125098,22
印度尼西亚,6620317,22
波兰,6349525,22
中国,290787,23
美国,100279698,23
印度,44671119,23
法国,37442946,23
德国,36280371,23
巴西,35094130,23
韩国,26654729,23
意大利,24031538,23
英国,23977637,23
日本,23935445,23
俄罗斯,21545351,23
土耳其,17005537,23
西班牙,13573721,23
越南,11512138,23
澳大利亚,10564087,23
阿根廷,9723924,23
荷兰,8536849,23
中国台湾,8193072,23
伊朗,7559416,23
墨西哥,7125098,23
印度尼西亚,6620317,23
波兰,6349525,23
哥伦比亚,6312657,23
中国,290787,24
美国,100279698,24
印度,44671119,24
法国,37442946,24
德国,36280371,24
巴西,35094130,24
韩国,26654729,24
意大利,24031538,24
英国,23977637,24
日本,23935445,24
俄罗斯,21545351,24
土耳其,17005537,24
西班牙,13573721,24
越南,11512138,24
澳大利亚,10564087,24
阿根廷,9723924,24
荷兰,8536849,24
中国台湾,8193072,24
伊朗,7559416,24
墨西哥,7125098,24
印度尼西亚,6620317,24
波兰,6349525,24
哥伦比亚,6312657,24
葡萄牙,5537108,24
中国,290787,25
美国,100279698,25
印度,44671119,25
法国,37442946,25
德国,36280371,25
巴西,35094130,25
韩国,26654729,25
意大利,24031538,25
英国,23977637,25
日本,23935445,25
俄罗斯,21545351,25
土耳其,17005537,25
西班牙,13573721,25
越南,11512138,25
澳大利亚,10564087,25
阿根廷,9723924,25
荷兰,8536849,25
中国台湾,8193072,25
伊朗,7559416,25
墨西哥,7125098,25
印度尼西亚,6620317,25
波兰,6349525,25
哥伦比亚,6312657,25
葡萄牙,5537108,25
奥地利,5524683,25
中国,290787,26
美国,100279698,26
印度,44671119,26
法国,37442946,26
德国,36280371,26
巴西,35094130,26
韩国,26654729,26
意大利,24031538,26
英国,23977637,26
日本,23935445,26
俄罗斯,21545351,26
土耳其,17005537,26
西班牙,13573721,26
越南,11512138,26
澳大利亚,10564087,26
阿根廷,9723924,26
荷兰,8536849,26
中国台湾,8193072,26
伊朗,7559416,26
墨西哥,7125098,26
印度尼西亚,6620317,26
波兰,6349525,26
哥伦比亚,6312657,26
葡萄牙,5537108,26
奥地利,5524683,26
乌克兰,5329536,26
中国,290787,27
美国,100279698,27
印度,44671119,27
法国,37442946,27
德国,36280371,27
巴西,35094130,27
韩国,26654729,27
意大利,24031538,27
英国,23977637,27
日本,23935445,27
俄罗斯,21545351,27
土耳其,17005537,27
西班牙,13573721,27
越南,11512138,27
澳大利亚,10564087,27
阿根廷,9723924,27
荷兰,8536849,27
中国台湾,8193072,27
伊朗,7559416,27
墨西哥,7125098,27
印度尼西亚,6620317,27
波兰,6349525,27
哥伦比亚,6312657,27
葡萄牙,5537108,27
奥地利,5524683,27
乌克兰,5329536,27
希腊,5306482,27
中国,290787,28
美国,100279698,28
印度,44671119,28
法国,37442946,28
德国,36280371,28
巴西,35094130,28
韩国,26654729,28
意大利,24031538,28
英国,23977637,28
日本,23935445,28
俄罗斯,21545351,28
土耳其,17005537,28
西班牙,13573721,28
越南,11512138,28
澳大利亚,10564087,28
阿根廷,9723924,28
荷兰,8536849,28
中国台湾,8193072,28
伊朗,7559416,28
墨西哥,7125098,28
印度尼西亚,6620317,28
波兰,6349525,28
哥伦比亚,6312657,28
葡萄牙,5537108,28
奥地利,5524683,28
乌克兰,5329536,28
希腊,5306482,28
马来西亚,4971936,28
中国,290787,29
美国,100279698,29
印度,44671119,29
法国,37442946,29
德国,36280371,29
巴西,35094130,29
韩国,26654729,29
意大利,24031538,29
英国,23977637,29
日本,23935445,29
俄罗斯,21545351,29
土耳其,17005537,29
西班牙,13573721,29
越南,11512138,29
澳大利亚,10564087,29
阿根廷,9723924,29
荷兰,8536849,29
中国台湾,8193072,29
伊朗,7559416,29
墨西哥,7125098,29
印度尼西亚,6620317,29
波兰,6349525,29
哥伦比亚,6312657,29
葡萄牙,5537108,29
奥地利,5524683,29
乌克兰,5329536,29
希腊,5306482,29
马来西亚,4971936,29
智利,4883582,29
中国,290787,30
美国,100279698,30
印度,44671119,30
法国,37442946,30
德国,36280371,30
巴西,35094130,30
韩国,26654729,30
意大利,24031538,30
英国,23977637,30
日本,23935445,30
俄罗斯,21545351,30
土耳其,17005537,30
西班牙,13573721,30
越南,11512138,30
澳大利亚,10564087,30
阿根廷,9723924,30
荷兰,8536849,30
中国台湾,8193072,30
伊朗,7559416,30
墨西哥,7125098,30
印度尼西亚,6620317,30
波兰,6349525,30
哥伦比亚,6312657,30
葡萄牙,5537108,30
奥地利,5524683,30
乌克兰,5329536,30
希腊,5306482,30
马来西亚,4971936,30
智利,4883582,30
朝鲜民主主义人民共和国,4772813,30
中国,290787,31
美国,100279698,31
印度,44671119,31
法国,37442946,31
德国,36280371,31
巴西,35094130,31
韩国,26654729,31
意大利,24031538,31
英国,23977637,31
日本,23935445,31
俄罗斯,21545351,31
土耳其,17005537,31
西班牙,13573721,31
越南,11512138,31
澳大利亚,10564087,31
阿根廷,9723924,31
荷兰,8536849,31
中国台湾,8193072,31
伊朗,7559416,31
墨西哥,7125098,31
印度尼西亚,6620317,31
波兰,6349525,31
哥伦比亚,6312657,31
葡萄牙,5537108,31
奥地利,5524683,31
乌克兰,5329536,31
希腊,5306482,31
马来西亚,4971936,31
智利,4883582,31
朝鲜民主主义人民共和国,4772813,31
以色列,4708552,31
中国,290787,32
美国,100279698,32
印度,44671119,32
法国,37442946,32
德国,36280371,32
巴西,35094130,32
韩国,26654729,32
意大利,24031538,32
英国,23977637,32
日本,23935445,32
俄罗斯,21545351,32
土耳其,17005537,32
西班牙,13573721,32
越南,11512138,32
澳大利亚,10564087,32
阿根廷,9723924,32
荷兰,8536849,32
中国台湾,8193072,32
伊朗,7559416,32
墨西哥,7125098,32
印度尼西亚,6620317,32
波兰,6349525,32
哥伦比亚,6312657,32
葡萄牙,5537108,32
奥地利,5524683,32
乌克兰,5329536,32
希腊,5306482,32
马来西亚,4971936,32
智利,4883582,32
朝鲜民主主义人民共和国,4772813,32
以色列,4708552,32
泰国,4702330,32
中国,290787,33
美国,100279698,33
印度,44671119,33
法国,37442946,33
德国,36280371,33
巴西,35094130,33
韩国,26654729,33
意大利,24031538,33
英国,23977637,33
日本,23935445,33
俄罗斯,21545351,33
土耳其,17005537,33
西班牙,13573721,33
越南,11512138,33
澳大利亚,10564087,33
阿根廷,9723924,33
荷兰,8536849,33
中国台湾,8193072,33
伊朗,7559416,33
墨西哥,7125098,33
印度尼西亚,6620317,33
波兰,6349525,33
哥伦比亚,6312657,33
葡萄牙,5537108,33
奥地利,5524683,33
乌克兰,5329536,33
希腊,5306482,33
马来西亚,4971936,33
智利,4883582,33
朝鲜民主主义人民共和国,4772813,33
以色列,4708552,33
泰国,4702330,33
比利时,4629552,33
中国,290787,34
美国,100279698,34
印度,44671119,34
法国,37442946,34
德国,36280371,34
巴西,35094130,34
韩国,26654729,34
意大利,24031538,34
英国,23977637,34
日本,23935445,34
俄罗斯,21545351,34
土耳其,17005537,34
西班牙,13573721,34
越南,11512138,34
澳大利亚,10564087,34
阿根廷,9723924,34
荷兰,8536849,34
中国台湾,8193072,34
伊朗,7559416,34
墨西哥,7125098,34
印度尼西亚,6620317,34
波兰,6349525,34
哥伦比亚,6312657,34
葡萄牙,5537108,34
奥地利,5524683,34
乌克兰,5329536,34
希腊,5306482,34
马来西亚,4971936,34
智利,4883582,34
朝鲜民主主义人民共和国,4772813,34
以色列,4708552,34
泰国,4702330,34
比利时,4629552,34
加拿大,4392747,34
中国,290787,35
美国,100279698,35
印度,44671119,35
法国,37442946,35
德国,36280371,35
巴西,35094130,35
韩国,26654729,35
意大利,24031538,35
英国,23977637,35
日本,23935445,35
俄罗斯,21545351,35
土耳其,17005537,35
西班牙,13573721,35
越南,11512138,35
澳大利亚,10564087,35
阿根廷,9723924,35
荷兰,8536849,35
中国台湾,8193072,35
伊朗,7559416,35
墨西哥,7125098,35
印度尼西亚,6620317,35
波兰,6349525,35
哥伦比亚,6312657,35
葡萄牙,5537108,35
奥地利,5524683,35
乌克兰,5329536,35
希腊,5306482,35
马来西亚,4971936,35
智利,4883582,35
朝鲜民主主义人民共和国,4772813,35
以色列,4708552,35
泰国,4702330,35
比利时,4629552,35
加拿大,4392747,35
瑞士,4276830,35
中国,290787,36
美国,100279698,36
印度,44671119,36
法国,37442946,36
德国,36280371,36
巴西,35094130,36
韩国,26654729,36
意大利,24031538,36
英国,23977637,36
日本,23935445,36
俄罗斯,21545351,36
土耳其,17005537,36
西班牙,13573721,36
越南,11512138,36
澳大利亚,10564087,36
阿根廷,9723924,36
荷兰,8536849,36
中国台湾,8193072,36
伊朗,7559416,36
墨西哥,7125098,36
印度尼西亚,6620317,36
波兰,6349525,36
哥伦比亚,6312657,36
葡萄牙,5537108,36
奥地利,5524683,36
乌克兰,5329536,36
希腊,5306482,36
马来西亚,4971936,36
智利,4883582,36
朝鲜民主主义人民共和国,4772813,36
以色列,4708552,36
泰国,4702330,36
比利时,4629552,36
加拿大,4392747,36
瑞士,4276830,36
秘鲁,4197026,36
中国,290787,37
美国,100279698,37
印度,44671119,37
法国,37442946,37
德国,36280371,37
巴西,35094130,37
韩国,26654729,37
意大利,24031538,37
英国,23977637,37
日本,23935445,37
俄罗斯,21545351,37
土耳其,17005537,37
西班牙,13573721,37
越南,11512138,37
澳大利亚,10564087,37
阿根廷,9723924,37
荷兰,8536849,37
中国台湾,8193072,37
伊朗,7559416,37
墨西哥,7125098,37
印度尼西亚,6620317,37
波兰,6349525,37
哥伦比亚,6312657,37
葡萄牙,5537108,37
奥地利,5524683,37
乌克兰,5329536,37
希腊,5306482,37
马来西亚,4971936,37
智利,4883582,37
朝鲜民主主义人民共和国,4772813,37
以色列,4708552,37
泰国,4702330,37
比利时,4629552,37
加拿大,4392747,37
瑞士,4276830,37
秘鲁,4197026,37
捷克,4168864,37
中国,290787,38
美国,100279698,38
印度,44671119,38
法国,37442946,38
德国,36280371,38
巴西,35094130,38
韩国,26654729,38
意大利,24031538,38
英国,23977637,38
日本,23935445,38
俄罗斯,21545351,38
土耳其,17005537,38
西班牙,13573721,38
越南,11512138,38
澳大利亚,10564087,38
阿根廷,9723924,38
荷兰,8536849,38
中国台湾,8193072,38
伊朗,7559416,38
墨西哥,7125098,38
印度尼西亚,6620317,38
波兰,6349525,38
哥伦比亚,6312657,38
葡萄牙,5537108,38
奥地利,5524683,38
乌克兰,5329536,38
希腊,5306482,38
马来西亚,4971936,38
智利,4883582,38
朝鲜民主主义人民共和国,4772813,38
以色列,4708552,38
泰国,4702330,38
比利时,4629552,38
加拿大,4392747,38
瑞士,4276830,38
秘鲁,4197026,38
捷克,4168864,38
南非,4038501,38
中国,290787,39
美国,100279698,39
印度,44671119,39
法国,37442946,39
德国,36280371,39
巴西,35094130,39
韩国,26654729,39
意大利,24031538,39
英国,23977637,39
日本,23935445,39
俄罗斯,21545351,39
土耳其,17005537,39
西班牙,13573721,39
越南,11512138,39
澳大利亚,10564087,39
阿根廷,9723924,39
荷兰,8536849,39
中国台湾,8193072,39
伊朗,7559416,39
墨西哥,7125098,39
印度尼西亚,6620317,39
波兰,6349525,39
哥伦比亚,6312657,39
葡萄牙,5537108,39
奥地利,5524683,39
乌克兰,5329536,39
希腊,5306482,39
马来西亚,4971936,39
智利,4883582,39
朝鲜民主主义人民共和国,4772813,39
以色列,4708552,39
泰国,4702330,39
比利时,4629552,39
加拿大,4392747,39
瑞士,4276830,39
秘鲁,4197026,39
捷克,4168864,39
南非,4038501,39
菲律宾,4027469,39
中国,290787,40
美国,100279698,40
印度,44671119,40
法国,37442946,40
德国,36280371,40
巴西,35094130,40
韩国,26654729,40
意大利,24031538,40
英国,23977637,40
日本,23935445,40
俄罗斯,21545351,40
土耳其,17005537,40
西班牙,13573721,40
越南,11512138,40
澳大利亚,10564087,40
阿根廷,9723924,40
荷兰,8536849,40
中国台湾,8193072,40
伊朗,7559416,40
墨西哥,7125098,40
印度尼西亚,6620317,40
波兰,6349525,40
哥伦比亚,6312657,40
葡萄牙,5537108,40
奥地利,5524683,40
乌克兰,5329536,40
希腊,5306482,40
马来西亚,4971936,40
智利,4883582,40
朝鲜民主主义人民共和国,4772813,40
以色列,4708552,40
泰国,4702330,40
比利时,4629552,40
加拿大,4392747,40
瑞士,4276830,40
秘鲁,4197026,40
捷克,4168864,40
南非,4038501,40
菲律宾,4027469,40
罗马尼亚,3294447,40
中国,290787,41
美国,100279698,41
印度,44671119,41
法国,37442946,41
德国,36280371,41
巴西,35094130,41
韩国,26654729,41
意大利,24031538,41
英国,23977637,41
日本,23935445,41
俄罗斯,21545351,41
土耳其,17005537,41
西班牙,13573721,41
越南,11512138,41
澳大利亚,10564087,41
阿根廷,9723924,41
荷兰,8536849,41
中国台湾,8193072,41
伊朗,7559416,41
墨西哥,7125098,41
印度尼西亚,6620317,41
波兰,6349525,41
哥伦比亚,6312657,41
葡萄牙,5537108,41
奥地利,5524683,41
乌克兰,5329536,41
希腊,5306482,41
马来西亚,4971936,41
智利,4883582,41
朝鲜民主主义人民共和国,4772813,41
以色列,4708552,41
泰国,4702330,41
比利时,4629552,41
加拿大,4392747,41
瑞士,4276830,41
秘鲁,4197026,41
捷克,4168864,41
南非,4038501,41
菲律宾,4027469,41
罗马尼亚,3294447,41
丹麦,3144360,41
中国,290787,42
美国,100279698,42
印度,44671119,42
法国,37442946,42
德国,36280371,42
巴西,35094130,42
韩国,26654729,42
意大利,24031538,42
英国,23977637,42
日本,23935445,42
俄罗斯,21545351,42
土耳其,17005537,42
西班牙,13573721,42
越南,11512138,42
澳大利亚,10564087,42
阿根廷,9723924,42
荷兰,8536849,42
中国台湾,8193072,42
伊朗,7559416,42
墨西哥,7125098,42
印度尼西亚,6620317,42
波兰,6349525,42
哥伦比亚,6312657,42
葡萄牙,5537108,42
奥地利,5524683,42
乌克兰,5329536,42
希腊,5306482,42
马来西亚,4971936,42
智利,4883582,42
朝鲜民主主义人民共和国,4772813,42
以色列,4708552,42
泰国,4702330,42
比利时,4629552,42
加拿大,4392747,42
瑞士,4276830,42
秘鲁,4197026,42
捷克,4168864,42
南非,4038501,42
菲律宾,4027469,42
罗马尼亚,3294447,42
丹麦,3144360,42
瑞典,2622790,42
中国,290787,43
美国,100279698,43
印度,44671119,43
法国,37442946,43
德国,36280371,43
巴西,35094130,43
韩国,26654729,43
意大利,24031538,43
英国,23977637,43
日本,23935445,43
俄罗斯,21545351,43
土耳其,17005537,43
西班牙,13573721,43
越南,11512138,43
澳大利亚,10564087,43
阿根廷,9723924,43
荷兰,8536849,43
中国台湾,8193072,43
伊朗,7559416,43
墨西哥,7125098,43
印度尼西亚,6620317,43
波兰,6349525,43
哥伦比亚,6312657,43
葡萄牙,5537108,43
奥地利,5524683,43
乌克兰,5329536,43
希腊,5306482,43
马来西亚,4971936,43
智利,4883582,43
朝鲜民主主义人民共和国,4772813,43
以色列,4708552,43
泰国,4702330,43
比利时,4629552,43
加拿大,4392747,43
瑞士,4276830,43
秘鲁,4197026,43
捷克,4168864,43
南非,4038501,43
菲律宾,4027469,43
罗马尼亚,3294447,43
丹麦,3144360,43
瑞典,2622790,43
伊拉克,2463021,43
中国,290787,44
美国,100279698,44
印度,44671119,44
法国,37442946,44
德国,36280371,44
巴西,35094130,44
韩国,26654729,44
意大利,24031538,44
英国,23977637,44
日本,23935445,44
俄罗斯,21545351,44
土耳其,17005537,44
西班牙,13573721,44
越南,11512138,44
澳大利亚,10564087,44
阿根廷,9723924,44
荷兰,8536849,44
中国台湾,8193072,44
伊朗,7559416,44
墨西哥,7125098,44
印度尼西亚,6620317,44
波兰,6349525,44
哥伦比亚,6312657,44
葡萄牙,5537108,44
奥地利,5524683,44
乌克兰,5329536,44
希腊,5306482,44
马来西亚,4971936,44
智利,4883582,44
朝鲜民主主义人民共和国,4772813,44
以色列,4708552,44
泰国,4702330,44
比利时,4629552,44
加拿大,4392747,44
瑞士,4276830,44
秘鲁,4197026,44
捷克,4168864,44
南非,4038501,44
菲律宾,4027469,44
罗马尼亚,3294447,44
丹麦,3144360,44
瑞典,2622790,44
伊拉克,2463021,44
塞尔维亚,2418973,44
中国,290787,45
美国,100279698,45
印度,44671119,45
法国,37442946,45
德国,36280371,45
巴西,35094130,45
韩国,26654729,45
意大利,24031538,45
英国,23977637,45
日本,23935445,45
俄罗斯,21545351,45
土耳其,17005537,45
西班牙,13573721,45
越南,11512138,45
澳大利亚,10564087,45
阿根廷,9723924,45
荷兰,8536849,45
中国台湾,8193072,45
伊朗,7559416,45
墨西哥,7125098,45
印度尼西亚,6620317,45
波兰,6349525,45
哥伦比亚,6312657,45
葡萄牙,5537108,45
奥地利,5524683,45
乌克兰,5329536,45
希腊,5306482,45
马来西亚,4971936,45
智利,4883582,45
朝鲜民主主义人民共和国,4772813,45
以色列,4708552,45
泰国,4702330,45
比利时,4629552,45
加拿大,4392747,45
瑞士,4276830,45
秘鲁,4197026,45
捷克,4168864,45
南非,4038501,45
菲律宾,4027469,45
罗马尼亚,3294447,45
丹麦,3144360,45
瑞典,2622790,45
伊拉克,2463021,45
塞尔维亚,2418973,45
匈牙利,2157995,45
中国,290787,46
美国,100279698,46
印度,44671119,46
法国,37442946,46
德国,36280371,46
巴西,35094130,46
韩国,26654729,46
意大利,24031538,46
英国,23977637,46
日本,23935445,46
俄罗斯,21545351,46
土耳其,17005537,46
西班牙,13573721,46
越南,11512138,46
澳大利亚,10564087,46
阿根廷,9723924,46
荷兰,8536849,46
中国台湾,8193072,46
伊朗,7559416,46
墨西哥,7125098,46
印度尼西亚,6620317,46
波兰,6349525,46
哥伦比亚,6312657,46
葡萄牙,5537108,46
奥地利,5524683,46
乌克兰,5329536,46
希腊,5306482,46
马来西亚,4971936,46
智利,4883582,46
朝鲜民主主义人民共和国,4772813,46
以色列,4708552,46
泰国,4702330,46
比利时,4629552,46
加拿大,4392747,46
瑞士,4276830,46
秘鲁,4197026,46
捷克,4168864,46
南非,4038501,46
菲律宾,4027469,46
罗马尼亚,3294447,46
丹麦,3144360,46
瑞典,2622790,46
伊拉克,2463021,46
塞尔维亚,2418973,46
匈牙利,2157995,46
新加坡,2157021,46
中国,290787,47
美国,100279698,47
印度,44671119,47
法国,37442946,47
德国,36280371,47
巴西,35094130,47
韩国,26654729,47
意大利,24031538,47
英国,23977637,47
日本,23935445,47
俄罗斯,21545351,47
土耳其,17005537,47
西班牙,13573721,47
越南,11512138,47
澳大利亚,10564087,47
阿根廷,9723924,47
荷兰,8536849,47
中国台湾,8193072,47
伊朗,7559416,47
墨西哥,7125098,47
印度尼西亚,6620317,47
波兰,6349525,47
哥伦比亚,6312657,47
葡萄牙,5537108,47
奥地利,5524683,47
乌克兰,5329536,47
希腊,5306482,47
马来西亚,4971936,47
智利,4883582,47
朝鲜民主主义人民共和国,4772813,47
以色列,4708552,47
泰国,4702330,47
比利时,4629552,47
加拿大,4392747,47
瑞士,4276830,47
秘鲁,4197026,47
捷克,4168864,47
南非,4038501,47
菲律宾,4027469,47
罗马尼亚,3294447,47
丹麦,3144360,47
瑞典,2622790,47
伊拉克,2463021,47
塞尔维亚,2418973,47
匈牙利,2157995,47
新加坡,2157021,47
孟加拉国,2036416,47
中国,290787,48
美国,100279698,48
印度,44671119,48
法国,37442946,48
德国,36280371,48
巴西,35094130,48
韩国,26654729,48
意大利,24031538,48
英国,23977637,48
日本,23935445,48
俄罗斯,21545351,48
土耳其,17005537,48
西班牙,13573721,48
越南,11512138,48
澳大利亚,10564087,48
阿根廷,9723924,48
荷兰,8536849,48
中国台湾,8193072,48
伊朗,7559416,48
墨西哥,7125098,48
印度尼西亚,6620317,48
波兰,6349525,48
哥伦比亚,6312657,48
葡萄牙,5537108,48
奥地利,5524683,48
乌克兰,5329536,48
希腊,5306482,48
马来西亚,4971936,48
智利,4883582,48
朝鲜民主主义人民共和国,4772813,48
以色列,4708552,48
泰国,4702330,48
比利时,4629552,48
加拿大,4392747,48
瑞士,4276830,48
秘鲁,4197026,48
捷克,4168864,48
南非,4038501,48
菲律宾,4027469,48
罗马尼亚,3294447,48
丹麦,3144360,48
瑞典,2622790,48
伊拉克,2463021,48
塞尔维亚,2418973,48
匈牙利,2157995,48
新加坡,2157021,48
孟加拉国,2036416,48
中国香港,2051106,48
中国,290787,49
美国,100279698,49
印度,44671119,49
法国,37442946,49
德国,36280371,49
巴西,35094130,49
韩国,26654729,49
意大利,24031538,49
英国,23977637,49
日本,23935445,49
俄罗斯,21545351,49
土耳其,17005537,49
西班牙,13573721,49
越南,11512138,49
澳大利亚,10564087,49
阿根廷,9723924,49
荷兰,8536849,49
中国台湾,8193072,49
伊朗,7559416,49
墨西哥,7125098,49
印度尼西亚,6620317,49
波兰,6349525,49
哥伦比亚,6312657,49
葡萄牙,5537108,49
奥地利,5524683,49
乌克兰,5329536,49
希腊,5306482,49
马来西亚,4971936,49
智利,4883582,49
朝鲜民主主义人民共和国,4772813,49
以色列,4708552,49
泰国,4702330,49
比利时,4629552,49
加拿大,4392747,49
瑞士,4276830,49
秘鲁,4197026,49
捷克,4168864,49
南非,4038501,49
菲律宾,4027469,49
罗马尼亚,3294447,49
丹麦,3144360,49
瑞典,2622790,49
伊拉克,2463021,49
塞尔维亚,2418973,49
匈牙利,2157995,49
新加坡,2157021,49
孟加拉国,2036416,49
中国香港,2051106,49
新西兰,1918070,49
中国,290787,50
美国,100279698,50
印度,44671119,50
法国,37442946,50
德国,36280371,50
巴西,35094130,50
韩国,26654729,50
意大利,24031538,50
英国,23977637,50
日本,23935445,50
俄罗斯,21545351,50
土耳其,17005537,50
西班牙,13573721,50
越南,11512138,50
澳大利亚,10564087,50
阿根廷,9723924,50
荷兰,8536849,50
中国台湾,8193072,50
伊朗,7559416,50
墨西哥,7125098,50
印度尼西亚,6620317,50
波兰,6349525,50
哥伦比亚,6312657,50
葡萄牙,5537108,50
奥地利,5524683,50
乌克兰,5329536,50
希腊,5306482,50
马来西亚,4971936,50
智利,4883582,50
朝鲜民主主义人民共和国,4772813,50
以色列,4708552,50
泰国,4702330,50
比利时,4629552,50
加拿大,4392747,50
瑞士,4276830,50
秘鲁,4197026,50
捷克,4168864,50
南非,4038501,50
菲律宾,4027469,50
罗马尼亚,3294447,50
丹麦,3144360,50
瑞典,2622790,50
伊拉克,2463021,50
塞尔维亚,2418973,50
匈牙利,2157995,50
新加坡,2157021,50
孟加拉国,2036416,50
中国香港,2051106,50
新西兰,1918070,50
斯洛伐克,1855129,50
中国,290787,51
美国,100279698,51
印度,44671119,51
法国,37442946,51
德国,36280371,51
巴西,35094130,51
韩国,26654729,51
意大利,24031538,51
英国,23977637,51
日本,23935445,51
俄罗斯,21545351,51
土耳其,17005537,51
西班牙,13573721,51
越南,11512138,51
澳大利亚,10564087,51
阿根廷,9723924,51
荷兰,8536849,51
中国台湾,8193072,51
伊朗,7559416,51
墨西哥,7125098,51
